event_id,session_id,turn_id,turn_ordinal,interaction_id,interaction_ref,analysis_unit,module_id,capability_id,call_ids_observed,signal_sources,eligibility_observed,activation_observed,observed_result,materialized_result_observed,effect_observed,observable_evidence,inference_confidence,adjudication,cost,detector_version,module_implementation_version,module_evaluation_version
ml2:7:narrative_delivery:visible_closure,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,turno,narrative_delivery,visible_closure,[],"[""output"", ""resposta""]",sim,efeito,entrega_correlacionada,entrega_visivel,sim,"[""response:canonical_footer_is_last_line"", ""output:narrative_delivery_receipt""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.1,3.0.0
ml2:7:rules_and_character_state:rules_resolution,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,evento,rules_and_character_state,rules_resolution,"[""call_pXW6VUGGdVyTWe9oAtQgnqix"", ""call_VyfkQKnlce5a55ekh4IJiDBi""]","[""comando""]",sim,decisao,parametros_predefinidos,,sim,"[""command:rule_query"", ""command:cd_predefined""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 153271, ""input_tokens"": 155392, ""output_tokens"": 652, ""total_tokens"": 156044, ""uncached_input_tokens_approx"": 2121}}",3.0.4,1.0.0,3.0.0
ml2:7:rules_and_character_state:roll_execution,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,evento,rules_and_character_state,roll_execution,"[""call_VyfkQKnlce5a55ekh4IJiDBi""]","[""comando"", ""output""]",sim,efeito,rolagem_resolvida,rolagem_resolvida,sim,"[""command:dice"", ""output:dice_result""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:7:rules_and_character_state:character_time_state,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,evento,rules_and_character_state,character_time_state,"[""call_E83FWo5qI5poLzMQNonpTW5u""]","[""output""]",sim,efeito,estado_commitado,estado_commitado,sim,"[""output:rules_state_commit_receipt""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:7:sidequest_authoring:opportunity_gate,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,evento,sidequest_authoring,opportunity_gate,"[""call_Lcw7oL8SHxEjJs9lmzbIZXYr""]","[""comando""]",nao,gate_neutro,sem_oportunidade,,,"[""command:sidequest_gate_sem_oportunidade""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 153271, ""input_tokens"": 155392, ""output_tokens"": 652, ""total_tokens"": 156044, ""uncached_input_tokens_approx"": 2121}}",3.0.4,1.0.0,3.0.0
ml2:7:sidequest_lifecycle:active_reassessment,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,evento,sidequest_lifecycle,active_reassessment,"[""call_Lcw7oL8SHxEjJs9lmzbIZXYr""]","[""output""]",indeterminada,consulta,marcador_observado,,,"[""output:active_sidequest_reassessment"", ""output:sidequests_ativas_task48"", ""output:sidequests_ativas:""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 153271, ""input_tokens"": 155392, ""output_tokens"": 651, ""total_tokens"": 156044, ""uncached_input_tokens_approx"": 2121}}",3.0.4,1.0.0,3.0.0
ml2:7:sidequest_lifecycle:transactional_progress,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,evento,sidequest_lifecycle,transactional_progress,"[""call_E83FWo5qI5poLzMQNonpTW5u""]","[""output""]",indeterminada,consulta,marcador_observado,,,"[""output:transactional_sidequest_progress"", ""output:progresso_sidequests:""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:7:causal_narrative_routing:reactive_pressure_arbitration,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fe5-3ebd-7070-9910-12c838086d55,7,interaction-7fd759e5b579e31c409b,S022-I0011,turno,causal_narrative_routing,reactive_pressure_arbitration,"[""call_Lcw7oL8SHxEjJs9lmzbIZXYr""]","[""output""]",indeterminada,consulta,marcador_observado,,,"[""output:schema_pressao_narrativa"", ""output:pressao_narrativa:""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1072896, ""input_tokens"": 1087746, ""output_tokens"": 4562, ""total_tokens"": 1092308, ""uncached_input_tokens_approx"": 14850}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 153271, ""input_tokens"": 155393, ""output_tokens"": 652, ""total_tokens"": 156044, ""uncached_input_tokens_approx"": 2122}}",3.0.4,1.0.0,3.0.0
ml2:8:context_and_memory:routed_context_access,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,context_and_memory,routed_context_access,[],"[""resposta""]",sim,consulta,contexto_l0_suficiente,,sim,"[""turn:l0_context_sufficient""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.1,3.0.0
ml2:8:turn_and_session_orchestration:transactional_turn,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,turn_and_session_orchestration,transactional_turn,"[""call_vUJU2F7VY9VY413s9St2fVEn"", ""call_loSJMGh0ZaUdv6SKPB0RqkgV"", ""call_lyWTHi5SZqPJjK8avxvdYbyh""]","[""comando"", ""output"", ""ticket""]",sim,efeito,ciclo_concluido_apos_retry,turno_commitado,sim,"[""command:cronica_preparar"", ""command:cronica_concluir"", ""ticket:correlation_present"", ""output:versioned_orchestration_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 581, ""total_tokens"": 115201, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.1,3.0.0
ml2:8:turn_and_session_orchestration:session_lifecycle,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,turn_and_session_orchestration,session_lifecycle,"[""call_KzlxZF8GlSo8QaTNsHkIO0fl""]","[""comando"", ""output""]",sim,efeito,session_checkpoint,session_checkpoint,sim,"[""command:session_checkpoint"", ""output:versioned_session_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.1,3.0.0
ml2:8:turn_and_session_orchestration:idempotent_commit,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,turn_and_session_orchestration,idempotent_commit,"[""call_lyWTHi5SZqPJjK8avxvdYbyh""]","[""output""]",sim,efeito,commit_exatamente_uma_vez,idempotencia_preservada,sim,"[""output:exactly_once_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.1,3.0.0
ml2:8:narrative_delivery:narrative_density,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,narrative_delivery,narrative_density,[],"[""resposta""]",sim,consulta,densidade_nao_avaliada,,,"[""response:size_observed_without_quality_judgment""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.1,3.0.0
ml2:8:narrative_delivery:diegetic_mechanics,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,narrative_delivery,diegetic_mechanics,[],"[""resposta""]",sim,efeito,mecanica_exposta,mecanica_exposta,sim,"[""response:diegetic_mechanics""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.1,3.0.0
ml2:8:narrative_delivery:visible_closure,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,narrative_delivery,visible_closure,[],"[""output"", ""resposta""]",sim,efeito,entrega_correlacionada,entrega_visivel,sim,"[""response:canonical_footer_is_last_line"", ""output:narrative_delivery_receipt""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.1,3.0.0
ml2:8:rules_and_character_state:rules_resolution,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,evento,rules_and_character_state,rules_resolution,"[""call_U5qyVNBwvojFAoC9RWG3q3wu""]","[""comando""]",sim,decisao,parametros_predefinidos,,sim,"[""command:cd_predefined""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.0,3.0.0
ml2:8:rules_and_character_state:roll_execution,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,evento,rules_and_character_state,roll_execution,"[""call_U5qyVNBwvojFAoC9RWG3q3wu""]","[""comando"", ""output""]",sim,efeito,rolagem_resolvida,rolagem_resolvida,sim,"[""command:dice"", ""output:dice_result""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:8:rules_and_character_state:character_time_state,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,evento,rules_and_character_state,character_time_state,"[""call_lyWTHi5SZqPJjK8avxvdYbyh""]","[""output""]",sim,efeito,estado_commitado,estado_commitado,sim,"[""output:rules_state_commit_receipt""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:8:sidequest_authoring:opportunity_gate,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,evento,sidequest_authoring,opportunity_gate,"[""call_vUJU2F7VY9VY413s9St2fVEn"", ""call_loSJMGh0ZaUdv6SKPB0RqkgV""]","[""comando""]",nao,gate_neutro,sem_oportunidade,,,"[""command:sidequest_gate_sem_oportunidade""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.0,3.0.0
ml2:8:sidequest_lifecycle:active_reassessment,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,evento,sidequest_lifecycle,active_reassessment,"[""call_loSJMGh0ZaUdv6SKPB0RqkgV""]","[""output""]",indeterminada,consulta,marcador_observado,,,"[""output:active_sidequest_reassessment"", ""output:sidequests_ativas_task48"", ""output:sidequests_ativas:""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.0,3.0.0
ml2:8:sidequest_lifecycle:transactional_progress,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,evento,sidequest_lifecycle,transactional_progress,"[""call_lyWTHi5SZqPJjK8avxvdYbyh""]","[""output""]",indeterminada,consulta,marcador_observado,,,"[""output:transactional_sidequest_progress"", ""output:progresso_sidequests:""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:8:scene_world_projection:local_incidents,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,cena,scene_world_projection,local_incidents,"[""call_vUJU2F7VY9VY413s9St2fVEn""]","[""comando""]",sim,consulta,preparo_espacial_falhou,,,"[""command:spatial_trigger_permanencia_local""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.0,3.0.0
ml2:8:scene_world_projection:spatial_continuity,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,cena,scene_world_projection,spatial_continuity,"[""call_vUJU2F7VY9VY413s9St2fVEn""]","[""comando""]",sim,consulta,continuidade_espacial_encaminhada,,,"[""command:spatial_continuity_requested""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.0,3.0.0
ml2:8:causal_narrative_routing:reactive_pressure_arbitration,01a09f66-45b5-7b90-9821-632d08dc446f,01a09fea-1d8c-74f2-9b26-93fd268761b0,8,interaction-971b067e1f374e023862,S022-I0012,turno,causal_narrative_routing,reactive_pressure_arbitration,"[""call_loSJMGh0ZaUdv6SKPB0RqkgV""]","[""output""]",indeterminada,consulta,marcador_observado,,,"[""output:schema_pressao_narrativa"", ""output:pressao_narrativa:""]",media,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 905472, ""input_tokens"": 916960, ""output_tokens"": 4655, ""total_tokens"": 921615, ""uncached_input_tokens_approx"": 11488}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 113184, ""input_tokens"": 114620, ""output_tokens"": 582, ""total_tokens"": 115202, ""uncached_input_tokens_approx"": 1436}}",3.0.4,1.0.0,3.0.0
ml2:9:context_and_memory:routed_context_access,01a09f66-45b5-7b90-9821-632d08dc446f,01a09ff1-2393-7bd0-8256-3705848053df,9,interaction-afb812724b1435add576,S022-I0013,turno,context_and_memory,routed_context_access,"[""call_gGe8OI0xrKpttJuC4Y35gKN1"", ""call_aXNhMphdVF6MKllJOMoZdOtm"", ""call_b22m30tQjbbou2IgIKTlgNZ8"", ""call_pYghWfCNMvkEo3KvGJWx5Vzq"", ""call_e4wLwfTu1pRPybicbcgrWkRI""]","[""comando"", ""output""]",sim,consulta,contexto_obsoleto,,nao,"[""command:routed_context_l2"", ""command:routed_context_l3"", ""command:raw_read""]",alta,,"{""attribution_class"": ""dominio"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1815936, ""input_tokens"": 1842111, ""output_tokens"": 11857, ""total_tokens"": 1853968, ""uncached_input_tokens_approx"": 26175}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 259420, ""input_tokens"": 263159, ""output_tokens"": 1694, ""total_tokens"": 264853, ""uncached_input_tokens_approx"": 3740}}",3.0.4,1.0.1,3.0.0
ml2:9:turn_and_session_orchestration:transactional_turn,01a09f66-45b5-7b90-9821-632d08dc446f,01a09ff1-2393-7bd0-8256-3705848053df,9,interaction-afb812724b1435add576,S022-I0013,turno,turn_and_session_orchestration,transactional_turn,"[""call_z4tiUwTKYICbaJPaSJT23Y0Z"", ""call_uXXkKtJJVqpII2jncFtnMNIn"", ""call_iFf8rp74dKr9SeL2NHhhBqRU"", ""call_LC7XHIsPPN4MSZ9OcewdfwWe""]","[""comando"", ""output"", ""ticket""]",sim,efeito,ciclo_concluido_apos_retry,turno_commitado,sim,"[""command:cronica_preparar"", ""command:cronica_concluir"", ""ticket:correlation_present"", ""output:versioned_orchestration_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1815936, ""input_tokens"": 1842111, ""output_tokens"": 11857, ""total_tokens"": 1853968, ""uncached_input_tokens_approx"": 26175}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""primario"", ""parent_attributed_additive"": {""cached_input_tokens"": 259419, ""input_tokens"": 263158, ""output_tokens"": 1693, ""total_tokens"": 264852, ""uncached_input_tokens_approx"": 3739}}",3.0.4,1.0.1,3.0.0
ml2:9:turn_and_session_orchestration:idempotent_commit,01a09f66-45b5-7b90-9821-632d08dc446f,01a09ff1-2393-7bd0-8256-3705848053df,9,interaction-afb812724b1435add576,S022-I0013,turno,turn_and_session_orchestration,idempotent_commit,"[""call_LC7XHIsPPN4MSZ9OcewdfwWe""]","[""output""]",sim,efeito,commit_exatamente_uma_vez,idempotencia_preservada,sim,"[""output:exactly_once_receipt""]",alta,,"{""attribution_class"": ""controle"", ""capability_cost_mode"": ""exposicao_apenas"", ""exposed_non_additive"": {""cached_input_tokens"": 1815936, ""input_tokens"": 1842111, ""output_tokens"": 11857, ""total_tokens"": 1853968, ""uncached_input_tokens_approx"": 26175}, ""marginal_cost"": null, ""marginal_cost_status"": ""indeterminado"", ""parent_allocation_role"": ""exposicao_apenas"", ""parent_attributed_additive"": {""cached_input_tokens"": 0, ""input_tokens"": 0, ""output_tokens"": 0, ""total_tokens"": 0, ""uncached_input_tokens_approx"": 0}}",3.0.4,1.0.1,3.0.0
