id,nome,tipo_nome,genero,raca,cultura_subraca,regiao_primaria,regioes_compativeis,status,fonte_base,fonte_url,observacao
FRN00356,Radsk,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00357,Volov,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00358,Starov,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00359,Radov,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00360,Volag,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00361,Nemenov,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00362,Chersk,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00363,Dragsk,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00364,Kuletsk,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00365,Markin,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00366,Marvich,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00367,Nemsk,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00368,Volsk,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00369,Bermir,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00370,Miroov,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00371,Nemvich,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00372,Volvich,sobrenome,neutro,Humano,Damarana,Damara / Vaasa,Impiltur; The Vast; Moonsea North,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00373,Ander,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00374,Bran,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00375,Lander,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00376,Stor,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00377,Amafrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00378,Kethra,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00379,Silifrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00380,Westra,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00381,Brightwood,sobrenome,neutro,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00382,Hornraven,sobrenome,neutro,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00383,Stormwind,sobrenome,neutro,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00384,Windrivver,sobrenome,neutro,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,canonico_fr_oficial,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,
FRN00385,Eirmund,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00386,Eirsten,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00387,Eirvald,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00388,Eirdrik,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00389,Frathar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00390,Haldulf,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00391,Ragdrik,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00392,Skorgar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00393,Andmund,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00394,Bjornor,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00395,Storulf,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00396,Gethulf,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00397,Braneth,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00398,Gethath,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00399,Landath,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00400,Blathan,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00401,Landeth,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00402,Landulf,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00403,Malcrik,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00404,Luthgar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00405,Brangar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00406,Skoreth,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00407,Malcath,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00408,Ragvald,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00409,Frathan,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00410,Haldrik,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00411,Andsten,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00412,Luthulf,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00413,Haldath,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00414,Tordrik,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00415,Urthulf,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00416,Urthgar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00417,Tormund,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00418,Blather,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00419,Blathor,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00420,Bjorner,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00421,Torvald,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00422,Malcgar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00423,Urtheth,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00424,Tamvald,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00425,Lutheth,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00426,Bjornan,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00427,Landgar,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00428,Skorath,nome,masculino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00429,Amahild,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00430,Freydid,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00431,Ragnrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00432,Freydis,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00433,Thyfrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00434,Olgfrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00435,Kethrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00436,Wesfrey,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
FRN00437,Freydun,nome,feminino,Humano,Illuskana,Sword Coast North,Luskan; Neverwinter; Icewind Dale; Moonshae North; Waterdeep,gerado_compativel,D&D Basic Rules 2014 — Human Names and Ethnicities,https://www.dndbeyond.com/sources/dnd/basic-rules-2014/races,Nome gerado por padrão fonético/morfológico inspirado nas listas citadas; não é nome canônico atestado.
